,content,label
3721,【城管手中再添一人命】2013年7月26日早上8点20分左右。四川省达州万源有一个家庭贫因的17岁在校学生。把 自己在山上捡的野山菌拿到街上来卖，遭到城管殴打，送到医院抢救无效死亡，但目前消息被封锁。 试问正义何在？公理何在？ 求扩散步！！！[怒][怒]@杂谈五味 @香港報紙,谣言
2934,武汉三民小区的人全变红码，全市所有人全部核酸检测！武汉三民小区出了六个感染者，清零很久以后出的，震动全国。是一个89岁的，之前感染自己好了，没去治疗，隔了两个月又发病传染人。武汉发了狠，所有人（除六岁以下）全部强制检测！三民小区封掉，5000人都变红码动不了，又隔离14天，上班的也不行了。全市10天都测一遍，不测的人变黄码无法出行，过期检测自己出钱。要测一个小区，就提前封闭。这是搞毛了，被病毒害的太惨。大样本检测，科研意义也很大。,谣言
7420,#时局#【习近平：中国将大幅减少外资准入限制】习近平今天在APEC演讲：1、未来5年将使中国现行标准下7000多万农村贫困人口全脱贫，贫困县全脱帽。2、中国将大幅减少外资准入限制。3、加快亚太自贸区建设，推进区域经济一体化。4、预计亚投行年底前正式成立，为一批重大项目融资。http://t.cn/RUn4tAy,事实
3165,盘龙城美府明苑，此女为了出去买点肉，从十楼爬下来！ 小研测评的微博视频 ,谣言
4201,【特供黄果树瀑布，领导一来就开闸放水】中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供。by@凯迪猫眼看人,谣言
6154,#那年今日#【钱钟书，嗜书如命】1910年的今天他生于无锡，19岁被清华破格录取，数学仅15分；他立志横扫清华图书馆，一部作品引述4000多位名家的书证；他涉笔成趣，长篇小说《围城》被誉为“现代《儒林外史》”；他与杨绛先生的爱情，让人羡慕动容……他曾说：“越是聪明人，越要懂得下笨功夫。”怀念！,事实
7349,【中学交学费收1‰手续费，学校：微信提现有手续费，已整改】#南阳爆料#4月25日，河南南阳一中学家长反映，学校没开学先收费，学费上涨1千，转账给班主任还需交1‰的手续费。校方回应，班主任对收费不了解，就按最高标准收的，因微信提现有手续费，班主任让把手续费一块转了，已整改。http://t.cn/A6wscWFL​​​,事实
327,"有人说微博上有两种特别的人,他们会把你所有的微博都一一看完,包括评论的内容,他们会时刻关注着你微博的更新,但是从来都不会留言,第一种是默默喜欢着你的人,第二种是恨你入骨的人,而这些人马上都会现身了,传说过几天微博就会有访客记录,到时候我也不用活了~",谣言
3876,【人大代表建议将法定结婚年龄降至18周岁】亲们，咨询得知，新的婚姻法中规定男女双方只要年满18周岁就可以结婚了啊，并不是之前的男方22、女方20噢。而且结婚证是国家级证书，加3个学分现在大学期间结婚，学费减半；跨民族结婚，生一个孩子奖励一万 源：新浪新闻http://t.cn/zO5aW13,谣言
2301,网易云卸载重装后就🉑️自动领取三个月黑胶vip嗷 ,谣言
6608,【#17岁男生反击猥亵少女者被捕#：猥亵者鼻子骨折，男生已被羁押近1个月】#反击猥亵少女者被批捕男生家属发声#河南焦作，一女孩被陌生男子搂抱，17岁同行男生小王出手解困，与对方发生冲突。男子鼻子被打骨折，小王因涉嫌故意伤害被批捕，已被羁押近1个月。律师表示，小王应属正当防卫。当地检...全文,事实
5427,最近的基金形式真是达到了“谈基色变”的程度，但是在抗老这项投资上，却从未让未雨绸缪的年轻“基民”们失望。近期发布的《2021女性抗老投资洞察报告》显示，随着颜值经济与悦己消费的深入发展，女性消费者对抗老的投资逐年上升，家用美容仪被越来越多的“投资者”所追捧，成为抗老“新刚需”。EFFECT...全文,事实
449,【只有刘胡兰说了真话】1，做清官，是一种境界 --薄熙来。2，对贪污腐败，我们是零容忍 --周永康。3，我最大缺点，就是廉洁 --徐才厚。4，执政为民，廉洁奉公 --刘志军。5，人民日报65年来，没说过假话 --邓亚萍。6，虽然加入美国籍，但我爱中国 --杨阑。7，共产党员，是永远抓不完的 --刘胡兰。 转！ ,谣言
6375,当我睡着睡着突然有人开灯时。。。。。(つω⊂),事实
3141,#复工#【警惕！全国已有12起复工后聚集性疫情发生，500多人被隔离】近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。详情如下： ,谣言
8825,【山西文化市场“暖”起来了】随着统筹推进疫情防控和经济社会发展工作取得积极成效，前三季度山西省规模以上文化产业企业营业收入降幅继续收窄，企业生产经营持续改善，市域文化市场继续回暖。省统计局发布的最新数据显示，前三季度，全省11个地市中，9个地市降幅继续收窄，好于全省水平的是太原、朔...全文,事实
6950,【明天，#你好，小雪#】明天23时25分，迎来小雪节气。①北方气温逐渐降到0℃以下，但“地寒未甚”，虽开始降雪但雪量不大，故称小雪②南方开始进入冬季，“荷尽已无擎雨盖，菊残犹有傲霜枝”，已呈初冬景象③北方供暖后屋内燥热，需当心“暖气病”④南方气候湿冷，应预防冻疮。雪花来了，你期待吗？,事实
3592,爱尔兰结婚不许离婚，但是可以选择年限1到100年，过期不续期就相当于自动离了，但是时间越短费用越高，1年的登记费折合人民币2万多，100年的只要6元钱。结婚一年，说明你不懂婚姻，于是有一本很厚的婚姻书要看，而选择100年只有一张纸，上面写着一句：祝你们白头到老。,谣言
2007,埃航坠机最后十秒，人生很短，保持一份好心情，去见你想见的人、去做你想做的事、珍惜在乎你的人，一辈子真的很短🙏 营口·营口金禾宾馆 陈平pingchen的秒拍视频 ,谣言
4939,#美共和党议员要求推特封禁中国账户#把你们民众蒙上眼睛，打断胳膊，打断腿才是正解好吗？封中国账号就能封住你们民众探求真相的好奇心吗？,事实
721,之前在家连续好几年生日都是刮大台风，断水停电，去了读大学后终于安稳过了几年生日，这次以为海鸥过了，终于逃过了，没想到乌鸦又来了，对湛江的8月好心塞... ,谣言
8485,#爱奇艺遭美国证监会调查#虽然271平时烦的要死，但是我们自己的人只有我们可以欺负，轮不到你美国,事实
4853,今晚，上海@东方明珠广播电视塔亮起红、白、蓝三色灯，向法国巴黎表达哀思。[心]此刻，请一起转发传递：世界人民与法国政府和人民站在一起，必须将这些恐怖分子绳之以法！#巴黎枪击爆炸事件#,事实
159,#越南乳瓜#神奇的越南乳瓜，神似女性的乳房，颜色略呈粉色。乳瓜成熟果实含葡萄糖、果糖、蔗糖、胡萝卜素、维生素C、酒石酸、枸椽酸、苹果酸等。未成熟果实的汁液中含多量的乳瓜蛋白酶、脂肪酶。营养价值也很高。可是这样的瓜你敢吃吗 ,谣言
6735,【“飞地”治理社区百姓齐点赞　河北区与东丽区联合举办兴河园社区党群服务中心交接挂牌仪式】网页链接,事实
4679,完全没有见过如此的培训机构，那就是中安专升本，它居然交过钱之后，就不问事了，问老师什么时候开学，什么时候签协议，压根不回复人家，气死人了简直！,事实
1474,网友：刚接到的消息，如属实，当严办！求相关机构尽快核实！因当前属四川旅游淡季，广州、北京飞往成都机票都有折扣，但地震发生几小时后，航空公司却将打折取消，变身全价票。现飞成都乘客多是救援队、志愿者、医护、记者、伤亡者亲人。何为卑鄙？何为无耻？天良何在？人性何在？何况航空公司多为国企,谣言
7054,【每年公布落户分数线】北京市政府根据年度人口调控情况，每年向社会公布落户分数线。有关部门根据申请人积分情况和落户分数线，初步确定年度积分落户人员，并对积分情况向社会公示。通过公示后，申请人可按相关规定办理常住户口。,事实
4977,【国家粮食局工作组赴吉林督办彻查】今天上午，由国家粮食局监督检查司司长赵文先带队的工作组赶赴吉林白依拉嘎粮库，对涉事粮库调查工作现场督办。赵文先表示，对于损害国家利益、违法违规问题要坚决严肃查处，一追到底，决不姑息，确保事件水落石出。(央视记者赵智明),事实
7926,【午间分享】大冷天的，请允许我打个盹[doge][笑cry][笑cry][笑cry]http://t.cn/RUuKhjY,事实
4767,【本班学生被外班学生殴打女老师扇肇事者5耳光】自己班上的学生被其他班的学生欺负，班主任老师怒气冲冲地跑到打人学生所在的班级，当着全班同学的面，怒扇了打人学生5个耳光。事后，被打学生的父母非常生气，几次来到学校讨要说法。目前打人老师已向被打学生及家长道歉。http://t.cn/RfCg88s,事实
6277,#乐享时光#大叔内心肯定是崩溃的，原谅我不厚道地笑了[哈哈][哈哈][哈哈]http://t.cn/RUrpEfn,事实
8215,【新疆90后武警被大刀擦着头皮掠过仍干掉6名暴恐分子】1994年出生的武警新疆总队四支队特勤中队吴蛟，在一次搜索任务中感到耳边一丝风声划过，一把大刀擦着头皮掠过！他冷静地调整好姿势，开枪射击，弹无虚发。这次战斗中他凭借机智勇敢，一人击毙了6名暴徒。（新华网）http://t.cn/RU3dBBe,事实
6636,在这个高贵的国家里，菜贵伤民，菜贱伤农。是因为从农村到城里，一路路过了敌占区吗？,事实
7498,【博文诉上海九院医生诊疗过程有不当行为院方回应】近日，@不开心的兔兔555，爆料上海九院余东利用手术机会性侵女客户并导致手术失败毁容，引起强大反响。上海第九人民医院发表声明，将根据调查情况依法依规作出处理，以切实维护患者和医生的合法权益。目前当事医生已报警。|博文诉九院...,事实
343,认住他们，太可恶了，残害平民，天会惩罚你们的。（转网上） ,谣言
3338,今天传出来广州一个英国女外教，跟十几个学生发生性关系。然后被辞职赶出中国了恋童癖在欧美是重罪啊！在中国好像更多是道德谴责！中国不应该成为恋童癖的乐园。每次看到这种新闻，跟未成年人发生性关系。无论是老师还是长辈好像都逍遥法外。这让中国成为事实上的恋童癖的乐园。家长往往觉得丢人，连上诉都不，这种文化很不好！,谣言
5593,【比特币新闻晚知道】晚资讯：1、区块链服务网络（BSN）：预计7月底在海外门户支持EOS轻节点一键式部署。2、央视新闻：央行数字货币短期内不会大量发行和全面推广，不会引发通胀。3、USDT市值突破70亿美元，仍是最大的稳定币。4、火币：网传“1600万EOS转入火币”消息不实，流入地址非火币账户。晚行情：比特币短时下跌，现报价7110USDT。,事实
